azimuth,md (ft),tvd (ft),footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production,tc_number,op_number,date_sec
-18.959999,13836,7681.0,5442.0,979.0495,14.18,6,3570,30755.07,1.47,0.03,0.24,0.92,4.08,0.42,12244.14,6836.45,28.15,4896.0,,90,28,12343800.0,1.32,1608.426859,12,25,1519862400
-2.04,9150,5146.0,3270.0,785.82037,10.47,5,3779,35210.29,0.3,0.01,0.33,,4.69,0.6,13252.12,6966.27,30.96,4123.0,,70,11,3930031.0,1.9,598.1595062000001,13,15,1293840000
-65.610001,14407,7200.0,6334.0,1604.1664,93.88,9,7158,34559.0,0.68,0.02,0.34,,5.0,0.42,13592.23,6950.44,30.82,5277.0,,96,42,10639608.0,0.9,3019.078942,6,4,1430438400
-44.150002,14768,7922.0,6376.0,3954.4011,1.27,11,0,35332.45,0.47,0.02,0.34,0.81,4.65,0.58,13177.63,7045.44,,5711.0,,97,44,8720932.0,0.88,2038.709603,7,4,1372636800
-19.610001,16584,8446.0,7923.0,,8.59,5,0,34730.4,0.93,0.05,0.27,0.99,4.81,0.5,11596.11,7047.21,31.19,6147.0,9489.0,91,39,10541538.0,1.09,993.0031844,12,9,1404172800
-31.5,14664,8489.0,5925.0,1862.0977,14.64,6,5156,34705.84,0.47,0.05,0.22,,2.42,0.59,12039.65,6807.38,28.26,5930.0,,84,41,,1.64,5113.884295000001,9,6,1501545600
-16.85,14011,8100.0,5380.0,5035.5981,14.18,11,0,30857.3,0.05,,0.34,0.89,,0.77,13091.32,6911.33,30.85,5808.0,,99,29,7656131.0,0.77,2247.646504,7,4,1443657600
-55.75,12402,8443.0,3966.0,845.1337300000001,24.18,27,12059,34755.29,0.24,0.03,0.33,,5.11,0.92,12995.64,6973.22,31.54,5690.0,,93,10,2939467.0,0.8,786.4869962,1,26,1372636800
-10.42,11057,6265.0,4145.0,2847.6301,0.49,24,14703,34745.94,0.8,0.06,0.26,,5.15,0.44,13239.01,6774.38,27.15,4106.0,,77,28,4307523.0,1.13,569.3138327,9,17,1372636800
-20.040001,15078,5879.0,8604.0,699.8468,0.43,32,10231,33143.52,0.47,0.02,0.33,0.89,4.64,0.57,13168.79,7058.84,31.22,,,110,24,14421070.0,2.22,1293.777093,2,2,1422748800
-56.200001,17042,7630.0,9013.0,,0.66,14,4721,35185.98,0.45,0.01,0.33,0.83,4.75,0.56,13312.97,6994.3,31.01,5565.0,,80,60,12015000.0,1.07,1522.0736960000002,5,8,1388534400
,10218,6389.0,3703.0,,4.07,6,2961,28764.37,0.53,,0.33,,4.78,0.41,13451.61,6934.0,30.82,3493.0,5654.0,100,11,4417255.0,1.48,424.0521037,2,2,1309478400
-48.290001000000004,10782,6701.0,3603.0,755.13428,0.26,25,12410,34633.59,0.64,0.02,0.34,,4.07,0.56,12677.36,6707.0,30.23,4226.0,8797.0,95,18,7658760.0,1.4,830.2158009999999,24,4,1530403200
-51.810001,15906,,9337.0,2786.4678,304.01,1,0,30409.34,0.46,0.02,0.33,,4.68,0.59,13210.48,7036.46,31.15,,,69,46,,1.12,2361.517173,5,11,1527811200
-16.35,10195,6685.0,3260.0,810.07605,11.16,7,4183,29028.88,0.45,0.02,0.33,,4.72,0.58,13284.4,7002.64,31.05,3433.0,,94,17,,1.28,687.0757836,10,4,1522540800
-36.07,24912,6468.0,18208.0,505.91956,104.71,1,0,35056.46,0.29,0.02,0.33,,4.68,0.63,13203.24,6983.49,31.02,4222.0,,84,91,27453790.0,0.88,3207.420275,9,11,1533081600
-63.150002,13721,6664.0,3623.0,1145.7778,141.51,1,0,35153.19,0.53,0.01,0.33,0.86,4.78,0.41,13451.61,6934.0,30.82,4357.0,,101,22,5549000.0,0.97,991.8168127999999,4,4,1464739200
-27.25,13440,8870.0,4255.0,3615.9873,43.3,5,0,34599.59,0.94,0.05,0.29,,4.27,0.7,11814.56,7090.58,31.82,,,70,15,1744237.0,0.53,856.5170939999999,7,11,1333238400
-42.68,9152,6154.0,2770.0,938.3815300000001,83.33,3,2766,34111.39,0.26,0.02,0.33,0.88,4.68,0.61,13255.17,6953.57,30.92,3936.0,5946.0,69,9,2781614.0,1.13,247.5099139,10,11,1325376000
-47.709998999999996,10232,6423.0,3504.0,3738.7791,0.18,11,5488,35190.53,0.41,0.02,0.33,,4.78,0.6,13238.79,7142.58,31.35,4333.0,,70,17,8349601.0,1.15,679.6426083,10,11,1372636800
-20.74,12300,7565.0,4305.0,3011.3789,12.81,6,9144,31757.82,1.24,0.04,0.32,,4.91,0.97,12591.21,7452.63,32.83,5643.0,,86,15,2121223.0,0.38,958.5347519,5,8,1309478400
,14600,7283.0,6586.0,2370.5276,5.22,5,3519,35012.49,0.1,0.02,0.25,0.95,3.77,0.62,11137.39,6786.47,28.24,,7231.0,80,35,13298793.0,1.06,8444.751759,16,14,1341100800
-24.9,15114,6434.0,8323.0,1953.6724,8.85,9,2971,28589.71,0.26,0.01,0.34,,4.68,0.62,13263.35,6960.29,30.94,,,78,42,21264292.0,1.12,2753.767962,1,5,1491004800
-29.51,12860,6249.0,6227.0,1042.677,1.69,13,0,34679.94,0.21,0.01,0.33,0.91,4.88,0.49,13429.59,7097.51,31.18,4487.0,,82,22,11285435.0,1.14,768.2413008,8,1,1396310400
-47.34,10912,6067.0,4575.0,1718.3086,11.35,15,0,34642.75,0.06,0.02,0.33,,4.61,0.73,13170.64,6895.76,30.78,5047.0,,67,13,5676000.0,1.22,369.4334119,8,6,1325376000
-36.630001,12532,5981.0,5993.0,732.5921,4.66,15,0,32361.66,0.21,0.01,0.33,,4.85,0.33,13349.26,7157.38,31.34,4698.0,,90,43,21534356.0,1.85,1402.93369,3,1,1527811200
-57.77,15020,6266.0,8247.0,1190.3782,0.72,2,2825,34261.43,0.28,0.02,0.33,,4.68,0.62,13204.97,6985.98,31.03,,5538.0,90,42,16568523.0,1.22,1504.99761,3,8,1501545600
-33.290001000000004,18895,8044.0,10601.0,1552.6783,123.83,1,0,30469.83,0.94,0.07,0.21,0.84,3.2,0.46,11661.99,6810.27,27.94,5832.0,,87,47,18847346.0,1.37,3699.152561,2,6,1433116800
,14855,8105.0,6064.0,736.02026,314.32,8,8930,34765.36,0.28,0.02,0.33,,4.68,0.62,13204.97,6985.98,31.03,5321.0,,84,11,5650875.0,1.48,1237.400263,1,20,1356998400
-36.860001000000004,18189,6585.0,10942.0,689.04767,14.78,22,12274,34708.68,1.24,,0.34,,3.75,1.8,12457.46,6553.04,29.91,3784.0,,76,54,8533380.0,0.39,2158.870388,1,5,1506816000
-27.02,14080,6956.0,6426.0,,1.94,20,7096,33828.42,0.47,0.02,0.33,,4.66,0.58,13184.96,7049.93,31.19,4658.0,,86,29,11559831.0,0.76,1666.91744,1,8,1480550400
-39.990002000000004,16524,,10038.0,3882.4041,25.52,9,0,35074.06,0.34,0.02,0.33,0.82,4.65,0.59,13166.69,7032.5,31.15,4103.0,5980.0,70,51,15192747.0,0.91,1795.389404,5,11,1533081600
-27.200001,11811,6241.0,5219.0,3202.1626,27.92,3,0,34776.92,0.36,0.03,0.25,0.86,5.15,0.53,12369.97,6781.48,27.38,4837.0,,80,30,11457679.0,1.05,2554.0894670000002,16,14,1404172800
-45.799999,9473,5648.0,3292.0,1783.9043,20.42,7,1746,34879.27,0.59,0.02,0.33,0.83,4.56,0.31,13507.64,6877.28,30.66,4485.0,,87,22,6141882.0,1.27,565.7296862000001,8,30,1451606400
-50.650002,11723,6535.0,4592.0,2093.6353,19.33,9,6053,35438.36,0.58,0.02,0.21,,4.47,0.49,13536.45,6797.42,26.22,4730.0,,99,16,7486965.0,1.21,1555.761614,4,1,1356998400
-11.73,13390,8417.0,4843.0,940.2976699999999,10.55,2,0,35084.51,1.38,0.09,0.21,0.67,3.87,0.49,12025.9,6821.91,27.83,5809.0,9356.0,90,24,11727563.0,1.18,3313.9007260000003,12,25,1388534400
-17.52,14921,6375.0,8341.0,4777.8975,146.95,0,0,29774.6,1.41,,0.19,0.44,6.41,0.53,11950.22,7018.34,28.23,5045.0,,86,23,13789190.0,1.42,1806.092276,1,2,1475280000
-28.26,10370,6525.0,3636.0,2263.1262,17.1,5,5212,29736.88,0.26,0.02,0.33,,4.68,0.61,13255.17,6953.57,30.92,,,69,11,3531429.0,0.94,715.1025635999999,10,11,1309478400
-34.740002000000004,14956,7300.0,6877.0,,9.15,12,5082,33696.46,0.31,0.02,0.33,0.8,4.66,0.61,13182.77,7015.94,31.11,5112.0,8947.0,80,34,16646094.0,1.47,2469.8493329999997,3,8,1551398400
-14.26,13866,8628.0,4922.0,707.3999,4.32,4,2505,34727.69,0.9,0.05,0.29,,4.36,0.48,11683.91,7070.63,31.7,6078.0,,91,18,7014641.0,1.29,607.2159774,12,9,1372636800
-32.07,16832,7494.0,8986.0,3921.3306,3.96,9,0,29404.23,0.35,0.02,0.33,,4.68,0.61,13203.94,7003.34,31.06,5785.0,,86,45,20005626.0,1.28,2677.527552,24,4,1538352000
-57.84,11229,7402.0,2691.0,1566.9513,32.85,11,0,35293.43,0.1,0.02,0.24,,4.22,0.59,11277.18,6790.23,27.87,5674.0,7053.0,80,16,6129300.0,1.08,1690.709877,6,14,1404172800
-11.28,11380,6655.0,3952.0,4159.9019,24.07,6,534,35185.86,0.54,0.02,0.33,,4.44,0.25,13493.47,6853.18,30.59,4371.0,7625.0,98,27,6794225.0,0.98,1053.833259,4,4,1451606400
-0.19,11623,5944.0,5256.0,1386.7273,6.63,10,6433,33757.01,0.35,0.02,0.33,,4.65,0.6,13164.73,7033.62,31.16,3927.0,,100,10,10066260.0,1.83,1039.0365550000001,1,1,1448928000
0.80000001,12286,8279.0,3327.0,,16.71,22,8267,33164.9,1.74,0.08,0.25,,3.91,0.6,11468.38,6876.92,28.48,5862.0,8769.0,92,19,8372293.0,1.52,1481.044527,12,25,1533081600
-31.360001,19966,7852.0,11488.0,4029.6738,3.25,20,11182,32152.96,0.17,0.03,0.33,,4.85,0.87,12869.52,6990.64,31.31,4724.0,,99,41,15598040.0,1.33,4153.992822,12,4,1527811200
-17.639999,16070,8395.0,7225.0,2996.8362,39.83,11,8248,34771.54,0.88,0.05,0.28,,4.55,0.77,11821.01,7093.07,31.67,6567.0,,71,41,4680448.0,1.02,1597.517198,9,11,1430438400
-15.05,14070,7196.0,6461.0,2661.1072,33.34,8,460,35326.04,1.24,0.06,0.34,0.43,4.09,1.79,12377.43,6475.42,,5255.0,5550.0,64,33,7864450.0,0.9,2066.506458,9,5,1420070400
-49.860001000000004,18867,6361.0,11415.0,1154.8275,0.19,9,5536,34589.69,0.29,0.02,0.34,0.8,4.68,0.63,13203.24,6983.49,31.02,4761.0,,88,64,23425792.0,1.31,5038.0581600000005,3,1,1538352000
-17.290001,14515,6210.0,7712.0,558.9032,18.9,19,9558,35025.42,0.3,0.02,0.24,0.87,5.11,0.38,12666.11,6785.05,27.15,4114.0,,72,13,9226919.0,1.28,1196.98619,8,6,1333238400
3.3699999,19590,6932.0,10410.0,4134.7451,9.13,5,2191,29198.18,1.41,0.05,0.2,0.8,5.17,0.65,12748.89,7064.66,29.37,5407.0,,94,32,12817632.0,1.12,1857.6750719999998,25,4,1512086400
-50.150002,13225,6260.0,6151.0,3535.8738,3.91,6,0,34617.29,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4539.0,,70,29,14233032.0,1.14,1009.9164390000001,10,11,1420070400
-86.389999,13405,8028.0,4284.0,997.4184,264.87,1,0,31331.08,0.04,0.03,0.34,,4.62,0.79,13089.28,6883.41,30.76,5426.0,,99,10,3498780.0,0.86,1085.165502,1,26,1356998400
-28.610001,12028,8181.0,3335.0,2059.8062,110.43,3,0,34742.11,0.81,0.05,0.34,,,0.55,13187.04,7372.99,33.1,6577.0,,86,22,4121980.0,0.85,399.8391053,8,31,1325376000
-6.0599999,11601,5781.0,5469.0,1154.8553,1.51,20,0,34599.59,0.26,0.02,0.33,,4.68,0.61,13239.24,6958.72,30.94,4095.0,,91,20,9472652.0,2.17,929.8490335000001,24,2,1535760000
-39.639998999999996,15093,6425.0,8132.0,1324.2133,1.39,6,4806,29605.94,0.5,0.02,0.33,,4.74,0.6,13275.54,7042.77,31.13,3091.0,6149.0,75,38,15464855.0,1.17,1745.396318,1,5,1509494400
-20.110001,14425,7071.0,7104.0,,6.29,8,6269,35143.87,1.06,0.05,0.34,0.51,3.82,1.64,12576.4,6568.39,29.92,4717.0,,75,34,6045033.0,0.63,2106.236789,9,16,1451606400
-41.84,12240,6648.0,5342.0,1515.0177,1.71,11,0,34582.87,0.14,0.02,0.24,,5.08,0.51,11884.85,6784.76,27.55,5197.0,,110,27,13516393.0,1.19,6737.666434000001,4,14,1501545600
-51.209998999999996,16591,7600.0,8848.0,755.51239,1.51,18,0,35169.14,0.6,0.04,0.33,0.85,4.85,0.5,12683.25,7202.9,31.85,5651.0,6779.0,70,44,8807216.0,0.85,3578.857004,10,11,1512086400
-26.68,16913,6455.0,10193.0,3046.6384,8.3,13,5518,32987.99,0.17,0.02,0.33,,4.48,0.52,13346.62,6855.51,30.61,3684.0,,76,52,25671304.0,1.08,3474.159355,3,5,1519862400
-31.82,15515,8262.0,6760.0,,25.54,7,2627,34833.46,0.62,,0.33,0.8,4.76,0.46,13487.45,6941.16,30.86,5236.0,7450.0,83,11,4117644.0,1.18,1323.963058,2,20,1356998400
-26.48,17671,6431.0,10887.0,2025.4263,41.29,9,5150,34167.78,1.4,0.05,0.34,0.58,3.61,1.84,12368.37,6546.45,29.92,3995.0,5323.0,77,55,21822590.0,1.01,2351.924399,1,5,1533081600
-40.369999,14432,7866.0,6165.0,738.44275,6.5,11,0,27560.55,0.53,0.01,0.34,0.86,4.75,0.42,13444.71,6925.42,30.8,5506.0,,71,19,,0.46,1052.004314,5,8,1341100800
,13735,7123.0,6362.0,1087.7366,16.16,6,5201,29237.25,1.02,,0.28,0.7,4.81,0.45,11699.89,6768.05,28.55,5205.0,,80,30,11432858.0,0.95,3226.084097,16,14,1420070400
-50.419998,12407,7238.0,4672.0,3016.9063,35.78,2,3071,34069.93,0.91,0.03,0.27,0.72,4.92,0.47,11470.5,6771.83,28.38,4989.0,,84,20,7256254.0,1.08,3481.344425,9,14,1404172800
-48.810001,10406,6859.0,2818.0,1937.2744,24.74,6,5072,33743.14,0.57,0.03,0.33,,4.65,0.56,13158.67,7120.98,31.35,,,69,12,,1.1,653.7166002,10,11,1367366400
-32.23,12023,6048.0,5597.0,,10.62,10,472,34661.95,0.31,0.01,0.3,0.89,4.68,0.62,13456.54,6916.17,30.79,4518.0,,90,37,7985190.0,1.06,1649.3832419999999,12,7,1372636800
-18.75,11545,7146.0,3300.0,4444.5308,724.05,1,0,34661.95,0.14,0.02,0.24,,4.92,0.56,11517.73,6785.58,27.77,5557.0,6943.0,83,20,,1.12,4376.406178,26,14,1372636800
-30.08,11690,6566.0,3851.0,3174.8035,6.76,9,4298,35301.13,0.44,,0.33,,4.74,0.44,13178.65,7185.79,31.46,4157.0,5752.0,70,18,5045594.0,0.94,551.7167452000001,10,11,1359676800
-16.18,14541,7922.0,6287.0,968.0450400000001,0.51,21,16291,33295.01,0.26,0.03,0.26,,2.54,0.6,11113.49,6783.33,28.7,5847.0,,90,37,10554243.0,0.85,2081.978448,1,25,1404172800
-66.400002,12734,6935.0,5549.0,1762.5278,9.48,11,6031,34582.87,0.62,0.01,0.33,,4.91,0.44,13478.62,6953.4,30.86,,,2,19,9545338.0,1.67,1025.3764,9,1,1464739200
,12427,5359.0,6818.0,2360.1843,19.57,15,0,34784.01,0.54,0.01,0.34,,4.83,0.42,13453.26,6933.44,30.81,4104.0,,100,35,14847728.0,1.09,876.2633795,12,22,1541030400
1.28,12180,6581.0,4581.0,896.22321,36.58,5,0,30823.71,0.65,0.02,0.34,,5.14,0.4,13591.62,6954.28,30.84,4318.0,,89,28,14051449.0,1.24,1719.503341,12,25,1404172800
-33.07,13139,7021.0,5913.0,4055.5796,32.82,3,0,34546.34,0.61,0.02,0.33,,5.06,0.46,13561.04,6970.84,30.88,4365.0,,79,23,,1.09,1072.319511,8,1,1388534400
-23.200001,19466,8988.0,10482.0,4185.5156,6.1,6,4061,30034.49,1.41,0.05,0.24,0.93,4.1,0.6,11974.57,6805.45,27.68,4754.0,,89,59,25893920.0,1.56,4642.3889469999995,12,25,1541030400
-39.209998999999996,13216,6341.0,6333.0,3785.8442,16.84,7,4143,27656.3,0.28,0.02,0.33,,4.68,0.62,13204.97,6985.98,31.03,4482.0,6160.0,98,25,12369844.0,0.95,467.08743499999997,8,26,1483228800
-11.12,13021,6033.0,6738.0,2764.3838,14.6,12,0,34850.7,0.62,,0.33,,4.85,0.46,13479.49,6980.1,30.95,4048.0,,70,28,10978129.0,1.06,758.1048371,1,11,1459468800
-10.84,12095,5907.0,5511.0,947.2130699999999,3.21,15,6596,34748.79,1.19,0.1,0.19,,6.29,0.5,12161.64,7026.79,28.09,4466.0,,82,16,6460784.0,1.39,1202.434749,2,2,1293840000
-55.130001,11881,7041.0,4300.0,1779.8655,81.85,8,5519,34636.68,0.49,0.02,0.33,0.86,4.66,0.58,13167.66,7032.46,31.14,5144.0,,99,21,8327928.0,1.25,2325.827378,1,1,1488326400
-17.84,13878,6385.0,6828.0,2975.7158,3.22,8,0,35137.85,0.46,0.02,0.33,0.86,4.66,0.58,13182.1,7047.33,31.18,4452.0,5890.0,74,34,10224970.0,0.89,1647.260447,3,5,1462060800
-17.799999,14350,8961.0,5268.0,981.69714,93.68,11,0,30615.06,1.17,0.06,0.22,,4.08,0.67,11903.69,6800.98,27.32,4732.0,,89,29,14381981.0,1.17,3666.884738,12,25,1404172800
-15.81,11559,6544.0,4765.0,3827.5212,34.14,10,1739,34776.92,0.29,0.02,0.27,,4.69,0.61,13227.81,6976.93,30.99,,,81,18,7427334.0,1.17,539.436705,8,4,1417392000
-34.509997999999996,13373,8496.0,4543.0,4113.8159,2.59,19,9760,34556.0,0.86,0.05,0.28,0.72,4.04,0.51,11741.27,7081.29,31.7,5831.0,,82,11,4999610.0,1.34,1497.412558,2,20,1309478400
-19.93,16792,6398.0,9882.0,,172.2,1,5999,29639.34,0.29,0.02,0.33,0.85,4.69,0.6,13239.05,6971.01,30.97,4594.0,,63,49,10883240.0,0.83,2540.652486,3,5,1433116800
-35.02,13521,7989.0,4907.0,3467.5396,3.54,8,0,28220.68,0.43,0.01,0.33,,4.72,0.57,13599.66,6944.12,30.83,6252.0,,90,16,9280475.0,1.07,1534.320525,12,27,1427846400
-9.1400003,9602,6519.0,2735.0,3961.0837,111.21,3,0,34686.45,0.45,0.02,0.33,,4.72,0.58,13283.0,7021.17,31.08,,6314.0,67,9,,0.98,588.3898114,10,11,1328054400
-25.52,14947,7577.0,7120.0,2553.5623,96.91,3,0,27855.58,0.02,0.01,0.24,,3.13,0.63,11159.05,6793.55,28.15,5885.0,,91,29,11125966.0,1.74,5741.937639,8,6,1483228800
-17.969998999999998,13531,7072.0,6028.0,3465.697,14.99,7,652,35039.79,1.04,0.05,0.34,,3.83,1.62,12590.12,6568.47,29.92,4555.0,,75,16,5199151.0,0.71,1374.034842,5,16,1472688000
-26.58,13594,6649.0,6705.0,662.64197,4.74,10,7201,29933.12,0.52,0.01,0.33,,4.73,0.51,13400.65,6960.89,30.93,4522.0,5234.0,72,33,,0.89,1842.5947489999999,3,5,1456790400
-28.559998999999998,13474,7884.0,5340.0,1017.1553,16.96,12,6524,33442.24,0.53,0.01,0.33,,4.78,0.41,13451.61,6934.0,30.82,4630.0,,86,27,10320291.0,1.38,2795.902594,12,25,1496275200
-24.620001000000002,11206,5511.0,5251.0,904.31476,5.71,6,1051,30671.68,0.43,0.02,0.26,0.85,4.68,0.58,13182.01,7011.47,31.09,2225.0,,92,15,5237694.0,1.39,695.823792,5,15,1388534400
-24.9,11807,7767.0,3340.0,3152.4065,1.09,4,3055,31199.11,0.47,,0.34,0.8,4.66,0.58,13199.38,7044.85,31.17,5740.0,7726.0,88,14,5405191.0,0.96,694.1552417,8,26,1441065600
-26.709999,13578,7085.0,6243.0,2914.2017,40.04,7,5532,31803.97,1.46,0.02,0.24,0.94,4.12,0.37,12300.28,6845.28,28.3,,,97,35,10592295.0,1.27,2015.587568,12,25,1506816000
-20.719998999999998,16435,8122.0,8035.0,4401.0117,13.61,11,0,35165.63,0.02,0.02,0.25,0.97,1.87,0.64,11173.29,6791.1,28.56,5783.0,,76,27,,0.46,1307.905998,9,17,1341100800
-37.209998999999996,15667,6894.0,8270.0,685.91138,14.37,7,5158,27589.48,0.31,0.01,0.33,0.85,4.69,0.61,13250.88,6972.71,30.98,4649.0,,91,41,13519020.0,1.25,2327.2562420000004,10,4,1509494400
-66.629997,10939,6242.0,3884.0,,11.84,7,0,35351.96,0.51,0.01,0.33,0.87,4.74,0.32,13664.56,6920.97,30.74,4582.0,6170.0,81,15,4207985.0,0.77,374.97943119999996,9,13,1354320000
-51.0,13272,6251.0,6655.0,1246.2098,5.91,8,3683,34932.97,0.3,0.02,0.33,0.83,4.66,0.61,13178.24,7013.4,31.11,3841.0,,92,34,,1.41,1772.86068,3,8,1504224000
-36.990002000000004,12583,6540.0,5635.0,844.1153,0.94,10,0,35186.69,0.43,0.02,0.33,,4.72,0.59,13263.02,7033.37,31.11,5247.0,,100,28,11292590.0,1.46,3006.4964019999998,3,1,1514764800
-50.880001,10306,6747.0,3289.0,993.43024,18.09,15,0,34614.25,1.1,,0.29,0.69,4.97,0.44,12290.63,6765.05,28.26,4875.0,6253.0,99,16,6415504.0,1.27,1421.590873,3,1,1480550400
-39.009997999999996,12089,7010.0,4151.0,4281.6543,0.99,7,0,34559.0,0.43,0.02,0.33,0.83,4.67,0.59,13187.05,7005.78,31.07,4964.0,6440.0,80,24,9062149.0,1.03,5008.133639,10,14,1359676800
-44.869999,16485,6288.0,9829.0,3879.5593,1.01,6,447,28411.17,0.29,0.02,0.33,,4.68,0.63,13203.24,6983.49,31.02,3866.0,6301.0,83,31,18531036.0,1.04,1806.1214559999999,3,8,1427846400
-17.139999,13090,7609.0,5231.0,3717.3142,26.4,11,0,34679.94,0.42,0.05,0.22,,3.5,0.53,11381.72,6802.82,27.87,5949.0,,70,27,923116.0,0.1,4369.212418,8,6,1404172800
-46.610001000000004,16725,8080.0,8359.0,1886.4128,22.65,17,11321,34812.56,0.05,0.03,0.34,,4.63,0.77,13109.57,6900.28,30.81,5598.0,,99,43,19231664.0,1.38,2685.366122,10,4,1535760000
-64.650002,10676,6212.0,3693.0,1014.4839,8.52,3,805,34833.35,0.56,0.01,0.34,,4.75,0.4,13457.7,6923.45,30.79,,,70,18,7145773.0,1.11,580.0828362999999,10,11,1425168000
-38.560001,11537,6046.0,4753.0,,10.53,10,5957,34438.02,0.63,0.01,0.33,,4.82,0.38,13487.06,6926.36,30.79,4137.0,,70,23,10579448.0,1.13,624.3359115000001,10,11,1372636800
-31.5,19040,6582.0,12076.0,,21.27,14,6371,35007.5,1.29,,0.34,0.48,3.91,1.9,12358.09,6491.03,29.78,4287.0,,78,61,24678232.0,1.13,4525.876657,4,5,1530403200
,20294,6709.0,12073.0,1412.5043,30.65,7,0,34735.75,0.26,,0.33,0.88,4.68,0.61,13239.24,6958.72,30.94,4821.0,,93,67,22615908.0,0.91,2641.927052,16,4,1443657600
-54.639998999999996,13573,8375.0,4772.0,3686.8914,0.8,15,5875,32806.21,0.36,0.03,0.32,,5.42,0.87,13049.65,7129.99,32.29,6287.0,,89,18,6452478.0,0.97,1006.170124,8,26,1433116800
-32.23,14861,6708.0,7699.0,2231.6389,0.44,16,6483,34812.56,1.19,0.05,0.34,,3.8,1.78,12479.36,6545.93,29.89,3918.0,6206.0,95,36,14426403.0,1.42,2666.898878,4,8,1535760000
-10.97,13286,9042.0,2886.0,1932.2578,14.7,17,7704,34321.42,0.88,0.05,0.28,0.98,4.27,0.47,11609.62,7062.74,31.54,6237.0,,91,17,4394479.0,1.07,579.7260114000001,12,9,1404172800
-17.780001000000002,15138,6537.0,8351.0,831.2641,235.06,3,0,34833.35,0.54,0.01,0.34,,4.77,0.42,13442.71,6930.59,30.81,4134.0,,77,41,16645460.0,1.1,2351.324257,9,5,1512086400
-13.14,12888,7640.0,4276.0,2839.2783,15.23,7,4877,27583.7,0.67,0.01,0.28,,3.41,0.54,11260.89,6774.56,28.99,6099.0,,79,21,7993600.0,1.05,2431.609485,10,14,1372636800
-38.299999,10100,7582.0,2124.0,4092.6882,9.71,8,8614,34634.34,1.24,0.04,0.32,,4.93,0.97,12592.76,7452.02,32.84,5617.0,,86,15,1130000.0,0.39,478.1745175,5,8,1309478400
-47.060001,12760,7007.0,5457.0,965.2216199999999,6.47,12,6463,30777.96,1.2,0.05,0.31,,4.72,0.45,12563.55,6759.34,28.8,4827.0,6626.0,100,26,12057942.0,1.42,2929.769762,1,1,1496275200
-29.02,12703,6205.0,5932.0,,14.5,5,0,34639.91,0.24,0.01,0.33,0.89,4.87,0.51,13413.13,7100.55,31.2,4485.0,,80,9,,1.39,364.1304722,8,1,1354320000
-51.0,12845,6719.0,5641.0,2000.3877,9.09,4,4695,29496.23,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4704.0,,89,9,9707983.0,1.65,1740.338768,9,1,1443657600
,11691,6618.0,4408.0,1808.6349,209.38,5,0,30412.25,0.54,0.01,0.33,0.86,4.77,0.42,13442.71,6930.59,30.81,4792.0,,100,24,7170483.0,0.93,1427.262603,16,4,1441065600
-31.209999,15943,9148.0,6545.0,1182.1598,6.66,5,0,30692.77,0.65,0.03,0.25,,4.67,0.6,11815.39,7076.35,31.01,6002.0,,84,34,,1.03,2780.924202,4,7,1514764800
-21.02,20820,7419.0,13151.0,633.2282700000001,9.4,12,0,30743.39,0.74,,0.32,0.77,5.12,0.61,12533.34,7287.32,32.21,5497.0,9255.0,99,16,7218224.0,1.37,1446.991484,10,4,1543622400
-20.01,14138,6374.0,6812.0,2330.6323,39.19,3,0,35162.27,0.17,0.03,0.34,,4.46,0.47,13336.26,6854.63,,,,98,34,13353772.0,1.3,2138.87184,1,1,1514764800
-66.510002,12444,5843.0,5907.0,797.0018299999999,290.91,1,8278,34775.43,0.55,0.02,0.33,,4.98,0.49,13390.83,6986.34,30.94,,,81,25,,0.74,651.2356618,12,19,1404172800
-48.709998999999996,14294,8710.0,5515.0,1915.2654,6.23,7,0,34770.3,0.68,0.04,0.27,,4.01,0.59,11770.49,7086.21,31.53,5611.0,,79,10,3571790.0,1.06,1490.614707,2,20,1341100800
-14.27,11276,5915.0,5111.0,2133.6248,402.79,1,0,30254.81,0.05,0.02,0.33,,4.66,0.67,13160.78,6912.23,30.8,4486.0,,71,21,6148504.0,0.93,866.0650242,10,11,1435708800
-25.459999,21514,6911.0,13344.0,,6.18,23,10831,33446.01,0.63,0.01,0.33,,4.82,0.38,13487.06,6926.36,30.79,4989.0,,80,67,13353837.0,0.79,3575.037996,5,11,1548979200
-43.73,11539,7571.0,3718.0,1026.9476,42.31,27,10759,34285.15,0.53,0.04,0.33,,4.8,0.6,12688.94,7181.78,31.85,4739.0,,70,19,5687669.0,1.1,1937.647336,10,11,1498867200
-48.48,12667,6714.0,5529.0,1052.818,10.64,3,2575,34564.91,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4552.0,,99,36,10940004.0,1.23,2943.45403,1,1,1506816000
-31.870001000000002,15970,6436.0,8935.0,603.0183099999999,2.69,8,0,35167.84,0.28,,0.33,,4.67,0.62,13186.82,7008.4,31.09,3857.0,5972.0,83,45,13525335.0,0.93,1397.581639,9,11,1535760000
