azimuth,md (ft),tvd (ft),footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production,tc_number,op_number,date_sec
-50.57,12949,6884.0,5333.0,1847.6707,8.39,16,7341,34357.3,0.65,0.03,0.34,,3.98,0.79,12677.44,6693.39,30.2,4838.0,,80,25,8965499.0,1.24,483.0290875,8,4,1422748800
-40.200001,15240,8482.0,6297.0,758.83563,5.0,3,2288,35105.97,0.96,0.06,0.29,0.25,4.3,0.63,11831.43,7085.47,31.91,6537.0,,90,22,8622616.0,1.17,1127.188641,12,9,1356998400
-43.540001000000004,18620,6219.0,11890.0,4269.1318,1.17,21,9945,34661.95,0.56,0.01,0.34,0.82,4.75,0.51,13393.22,7013.81,31.07,4101.0,,87,58,17332888.0,1.13,1067.101674,4,7,1535760000
-26.110001,11669,6463.0,4669.0,,48.88,1,0,35163.15,0.67,0.02,0.34,,5.15,0.39,13595.98,6950.15,30.83,4094.0,5865.0,70,23,8961191.0,1.1,664.3210982,10,11,1372636800
-27.690001000000002,14233,7375.0,6608.0,4699.8047,4.64,4,3239,31913.86,0.5,0.03,0.33,0.87,4.73,0.56,12774.38,7148.56,31.67,5467.0,,100,40,13907320.0,1.08,3304.570137,10,4,1509494400
-40.139998999999996,20870,7915.0,12419.0,1548.3195,3.39,3,2103,34235.23,0.35,0.05,0.34,,4.32,0.71,13211.25,6798.98,30.45,5151.0,,88,68,28334648.0,1.31,5013.576293,4,4,1533081600
-36.669998,13414,6725.0,6514.0,736.37634,3.55,9,0,35063.55,0.26,0.01,0.33,0.85,4.68,0.61,13255.15,6964.58,30.96,3957.0,8689.0,80,19,6787756.0,1.25,1524.1275150000001,5,24,1388534400
-23.709999,13053,6977.0,5165.0,784.16071,14.88,12,5993,34802.6,0.85,0.03,0.27,,4.9,0.49,11355.43,6772.95,28.45,5171.0,,80,16,6002764.0,0.96,2785.443051,16,14,1341100800
-29.389999,13760,5948.0,7151.0,1499.1049,4.66,18,5682,34382.23,0.27,,0.33,0.81,4.66,0.61,13171.29,7015.34,31.11,4254.0,5530.0,94,37,9615817.0,1.15,1118.5949269999999,4,7,1472688000
-30.030001000000002,11113,6386.0,4102.0,,1.32,8,6829,34553.62,0.65,,0.33,,5.14,0.4,13591.62,6954.28,30.84,4923.0,,96,20,,1.35,3138.094544,3,1,1491004800
-15.93,14043,7370.0,5107.0,1361.5865,20.19,10,4149,30342.14,0.67,0.04,0.32,0.81,5.14,0.5,12599.43,7258.6,32.03,5612.0,,100,26,,1.42,2523.379448,4,4,1509494400
-27.940001000000002,13970,6274.0,7075.0,2840.824,2.92,18,7260,34731.66,0.42,0.01,0.33,0.88,4.74,0.45,13604.97,6962.41,30.84,4211.0,,98,38,9910574.0,1.2,751.2064778,4,7,1483228800
,12160,6168.0,5240.0,1163.309,10.91,9,5188,31601.62,0.85,0.04,0.2,0.73,4.64,0.52,12415.61,6800.31,26.47,4182.0,,100,11,,1.79,1767.5881989999998,4,1,1427846400
-24.690001000000002,17792,,10212.0,3513.7339,0.79,12,4726,34428.64,1.28,0.07,0.34,0.4,4.32,1.75,12210.64,6420.06,29.61,5589.0,,67,51,11517301.0,0.85,2419.4549629999997,3,5,1414800000
-30.879998999999998,13262,5822.0,7054.0,1181.0917,11.01,18,0,30838.84,0.18,0.02,0.33,0.82,4.64,0.67,13309.81,6919.51,30.8,,8283.0,99,27,13402860.0,1.63,1041.479286,4,1,1493596800
-31.09,24789,7825.0,16714.0,1983.983,37.79,7,0,34548.16,0.04,0.03,0.34,,4.65,0.82,13022.52,6882.69,30.77,5298.0,,94,79,36321672.0,1.38,4825.762603,12,4,1541030400
-32.189999,17130,9639.0,7592.0,1675.9877,465.58,1,0,34653.08,0.31,,0.33,0.8,4.69,0.61,13250.88,6972.71,30.98,5562.0,9235.0,78,29,17241196.0,1.9,2464.732811,9,6,1541030400
-60.580002,11449,5836.0,4285.0,1988.1708,58.24,3,0,34579.82,0.63,0.01,0.33,,4.93,0.45,13486.3,6960.06,30.88,4032.0,,70,21,10181794.0,1.16,508.1048603,10,11,1388534400
-51.459998999999996,14011,6460.0,6686.0,2191.6067,15.18,9,4263,33768.2,1.19,,0.3,,4.89,0.44,12693.71,6759.95,28.52,5111.0,,97,24,11847912.0,1.28,3133.792915,4,1,1388534400
-28.17,15848,5375.0,9939.0,641.11615,74.86,3,3389,34601.01,0.61,0.01,0.33,,4.91,0.44,13481.45,6949.85,30.85,4217.0,,96,36,15722028.0,1.38,1775.0373329999998,1,2,1501545600
-55.200001,16996,8091.0,8063.0,1303.9523,12.11,24,9494,34570.38,0.05,0.03,0.34,,4.63,0.77,13099.4,6902.51,30.82,5306.0,9171.0,97,42,18499152.0,1.37,3082.962662,10,4,1538352000
,14142,8602.0,5289.0,1519.6960000000001,4.46,3,2669,34610.73,0.93,0.05,0.29,0.63,4.53,0.53,11769.87,7075.6,31.83,6346.0,,92,19,7360203.0,1.17,1002.476357,12,9,1388534400
-21.16,11389,6211.0,3956.0,1624.7056,23.55,7,0,34675.16,0.5,0.02,0.33,0.8,4.83,0.56,13280.73,7014.03,31.04,4168.0,,70,19,9272219.0,1.19,477.87801210000003,10,11,1420070400
-24.690001000000002,17469,6687.0,10517.0,664.62738,10.39,3,0,35192.75,1.17,0.04,0.34,,3.72,1.67,12508.95,6588.71,29.99,4517.0,,70,53,12468760.0,0.88,2285.808545,3,5,1446336000
-55.669998,13927,7887.0,5584.0,,53.09,17,0,30983.37,0.38,0.02,0.34,,4.47,0.39,13435.97,6854.93,30.6,,,86,20,7778966.0,0.9,2149.332989,1,8,1451606400
-32.110001000000004,18026,7891.0,9556.0,1617.8931,69.26,5,8291,35185.98,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,6067.0,7133.0,80,48,16043951.0,1.06,1956.943779,17,12,1535760000
-35.900002,17464,8517.0,8801.0,4582.2153,13.95,16,0,34604.57,0.5,0.02,0.33,,4.74,0.6,13270.21,7043.91,31.14,5900.0,8781.0,78,51,22577852.0,1.54,6593.484356,12,25,1551398400
-11.13,15550,7519.0,7781.0,1343.4285,4.69,23,17763,34557.48,0.75,0.02,0.27,,4.78,0.52,11235.05,6774.05,28.7,5519.0,,108,30,14541990.0,1.08,4303.940533,4,14,1543622400
-8.5,12134,7648.0,3999.0,2354.0215,7.14,7,3566,34639.91,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,5836.0,,25,67,7523162.0,1.37,2702.632771,9,6,1551398400
-49.950001,16320,7833.0,8237.0,1356.6305,101.8,1,0,28042.73,0.16,0.03,0.34,,,0.56,13353.94,6845.13,30.58,5319.0,,98,40,17578782.0,1.62,3757.548752,10,4,1501545600
-64.620003,11109,5488.0,5371.0,3550.2051,11.02,5,960,34589.6,0.54,0.01,0.34,,4.77,0.42,13442.71,6930.59,30.81,4070.0,6045.0,99,26,,0.98,975.3672859999999,12,22,1535760000
,12783,6146.0,5483.0,1000.2095,2.23,21,0,34812.56,0.59,0.05,0.25,,5.17,0.51,12748.54,6778.17,27.28,4776.0,,81,17,6297006.0,1.14,1079.893776,9,17,1325376000
,12483,8528.0,3524.0,,6.2,8,6331,35216.9,0.92,0.05,0.29,0.73,4.39,0.49,11736.28,7074.5,31.78,6228.0,,89,15,4781661.0,0.99,1135.969251,1,9,1328054400
-27.35,12645,6779.0,5182.0,2411.0374,7.57,9,0,30602.85,0.56,,0.33,,5.01,0.42,13608.12,6957.17,30.84,4453.0,,69,18,10277719.0,1.15,921.1654461,1,13,1406851200
0.73000002,16235,8355.0,6657.0,1048.8322,2.64,15,6772,33934.45,0.84,,0.32,,5.66,0.75,12547.66,7090.79,32.4,5517.0,,66,33,,1.52,1286.359809,1,11,1493596800
-16.370001000000002,15586,6437.0,8765.0,4710.5996,10.01,33,2461,34761.52,0.62,0.01,0.33,0.81,4.8,0.37,13485.15,6917.72,30.77,3786.0,,75,44,716646.0,0.04,2127.471955,9,5,1525132800
-71.339996,10206,7789.0,2021.0,5085.5269,4.75,8,2590,35161.22,0.13,0.03,0.34,0.87,4.45,0.62,13316.86,6845.18,30.59,5410.0,9356.0,80,14,2910492.0,0.58,602.4660488,18,8,1309478400
-66.83000200000001,9825,6142.0,3161.0,2736.9531,9.33,13,6081,32759.22,0.62,0.01,0.33,,4.85,0.46,13479.49,6980.1,30.95,,,69,14,4241077.0,0.94,490.3238739,10,11,1341100800
-33.700001,14891,8184.0,6395.0,3739.238,11.67,6,0,28696.29,1.8,0.17,0.2,0.72,4.34,0.52,11659.0,7159.28,29.94,6306.0,,73,22,13105906.0,1.74,1590.507633,1,2,1480550400
-27.85,12220,5530.0,6361.0,1588.234,0.19,27,9397,33106.03,0.44,,0.3,,4.68,0.59,13206.37,7037.54,31.15,3777.0,,97,32,8099535.0,1.07,714.6774004,2,7,1456790400
-12.27,13884,6245.0,7476.0,,20.36,4,1484,34714.74,0.26,0.02,0.34,0.86,4.68,0.61,13247.61,6954.64,30.93,3737.0,,90,16,9466621.0,1.22,2214.8854929999998,10,25,1325376000
-31.940001000000002,13749,7991.0,5405.0,1002.5051,37.5,5,0,34736.92,0.95,0.06,0.3,0.89,6.05,0.41,11849.13,7041.91,31.72,5662.0,,78,14,4859500.0,1.28,1323.536531,1,20,1293840000
-11.8,12043,7289.0,4409.0,,54.12,5,2313,35110.83,1.11,0.03,0.3,0.69,4.56,0.45,11931.63,6764.08,28.89,5345.0,,80,24,9131972.0,1.04,4451.5793189999995,11,14,1441065600
-63.009997999999996,9852,6474.0,2588.0,,7.56,14,0,35185.86,0.36,0.02,0.33,,4.81,0.55,13285.61,7138.1,31.32,3723.0,5836.0,70,9,2724736.0,1.0,285.5748873,10,11,1341100800
-40.700001,20746,6079.0,13828.0,1498.5756,176.63,1,0,34733.24,0.59,,0.34,,5.06,0.45,13491.08,6981.19,30.93,4047.0,,89,70,34838792.0,1.1,2963.105807,1,11,1522540800
6.619999900000001,13487,8725.0,3708.0,1339.4045,0.17,18,6578,34845.05,0.38,,0.25,,4.57,0.59,11834.57,7095.95,31.01,5951.0,,70,20,2283359.0,0.86,2313.634337,7,11,1404172800
-19.879998999999998,18198,7239.0,10802.0,,17.95,4,0,35273.5,1.26,0.06,0.34,0.39,4.36,1.67,12277.22,6434.2,29.62,5352.0,,72,54,12334750.0,0.82,2761.4440649999997,3,5,1417392000
-57.029999,10750,5693.0,4757.0,3661.9871,1.7,8,4692,33425.71,0.63,0.02,0.33,,5.15,0.4,13588.36,6953.62,30.83,4547.0,5476.0,92,31,,1.11,779.6934771000001,12,22,1438387200
-38.599998,12065,6410.0,5249.0,758.3215299999999,202.07,1,0,30410.21,0.31,,0.33,0.86,4.69,0.59,13269.06,6960.49,30.94,4204.0,6749.0,69,26,5700058.0,0.87,1076.3785679999999,5,11,1493596800
-38.830002,11043,6684.0,4122.0,3144.865,91.25,2,0,34823.06,0.47,,0.34,,4.65,0.58,13177.63,7045.44,31.18,4721.0,,98,17,8432250.0,1.32,1542.269249,4,1,1388534400
-38.360001000000004,22807,6995.0,14128.0,902.672,7.8,24,9872,32892.64,0.87,0.02,0.28,,4.63,0.49,11347.52,6771.6,28.73,5803.0,,101,79,35886388.0,1.09,7909.584263,4,14,1533081600
-29.370001000000002,15253,6506.0,8491.0,5225.0894,10.19,11,0,35135.24,1.39,0.06,0.34,,,2.03,12195.96,6447.25,29.71,4891.0,5869.0,63,42,7915510.0,0.68,1469.704099,3,5,1433116800
-30.469998999999998,13432,6763.0,6556.0,2396.3027,8.43,9,0,30890.67,0.76,0.05,0.26,0.79,5.13,0.5,12185.66,6775.06,27.67,4441.0,,83,35,11803257.0,0.92,5451.207392,4,14,1472688000
-52.16,10345,7285.0,2601.0,2146.3386,428.4,1,0,34746.05,0.84,0.01,0.28,,4.18,0.5,11378.67,6771.0,28.98,5540.0,,81,16,6086748.0,1.07,1510.448583,11,14,1433116800
-13.79,11410,7789.0,2959.0,1849.1641,2.2,16,4741,28440.9,0.14,0.02,0.34,0.89,4.66,0.72,13084.93,6961.8,31.01,5053.0,,100,20,5024220.0,0.98,1111.130826,4,4,1443657600
-59.43,13813,7752.0,5811.0,3712.647,53.63,4,0,30597.85,0.98,0.05,0.34,,4.61,0.03,13711.49,6818.98,30.48,5944.0,,100,29,12717979.0,1.41,1658.544047,10,4,1535760000
-20.889999,13628,7999.0,5379.0,3296.3186,15.26,14,5765,28461.63,0.06,0.03,0.34,,4.71,0.85,12952.48,6900.26,30.87,,9078.0,99,29,12600812.0,1.45,1514.538806,12,4,1506816000
-28.280001000000002,12016,5966.0,5230.0,3002.6626,1.05,16,0,31432.92,0.89,,0.2,0.73,4.63,0.54,12287.06,6800.81,26.47,4112.0,6076.0,100,14,8359436.0,1.43,2033.0493940000001,5,1,1404172800
-49.240002000000004,13190,,4970.0,938.16425,19.02,11,5958,34590.42,0.92,0.06,0.3,,6.47,0.33,12475.17,7031.75,,5899.0,7191.0,101,12,4316838.0,1.42,768.0857073,1,20,1325376000
-43.82,17275,8220.0,8488.0,3972.7309999999998,0.18,5,0,34735.75,0.45,0.02,0.34,0.8,4.66,0.59,13193.31,7041.48,31.17,5212.0,,91,20,7615261.0,1.56,1953.9655460000001,19,20,1388534400
-14.65,11248,7746.0,3252.0,3329.0073,6.52,11,6348,33405.79,0.5,0.01,0.34,0.87,4.69,0.39,13451.21,6904.38,30.74,5383.0,,64,45,5487165.0,0.92,2091.4691620000003,10,4,1501545600
-10.12,14089,8170.0,5256.0,2818.7024,10.87,3,1950,35207.9,0.3,0.02,0.33,0.86,4.69,0.61,13239.1,6972.68,30.98,4445.0,,80,14,5057471.0,0.84,1220.962747,20,1,1356998400
-41.34,14812,7292.0,7014.0,,8.0,12,5139,34734.8,0.31,0.01,0.33,0.87,4.69,0.59,13263.63,6963.04,30.94,5400.0,8643.0,83,35,16873850.0,1.44,2568.174399,3,8,1551398400
-47.43,17611,7206.0,10206.0,,408.01,1,4827,34725.06,0.51,,0.33,,4.79,0.57,13337.93,7014.42,31.05,,,86,51,14825136.0,1.04,2164.30108,5,8,1451606400
-60.639998999999996,14583,,6399.0,3249.7122,33.61,1,2776,32733.81,0.51,0.03,0.33,,4.67,0.52,12836.99,7135.52,31.58,4524.0,,98,33,14581083.0,1.43,2390.8866120000002,12,4,1525132800
-13.66,15680,7287.0,8111.0,2822.9573,0.63,9,6315,33756.75,0.44,0.02,0.35,1.0,4.25,0.46,12593.32,7362.41,32.99,5636.0,,90,48,12000033.0,1.08,1157.210249,12,8,1427846400
-36.860001000000004,11463,7142.0,3405.0,1502.793,4.55,13,0,29728.79,1.35,0.02,0.21,,5.1,0.59,12933.33,7029.52,29.27,5510.0,6590.0,100,11,5968323.0,1.3,827.2269082,1,4,1325376000
-25.99,15265,8067.0,6871.0,,72.27,11,8768,31973.39,0.09,0.02,0.25,,1.63,0.63,11162.8,6787.7,28.71,5830.0,7313.0,80,26,8749521.0,1.08,1260.701634,9,17,1404172800
-42.540001000000004,13262,7315.0,5956.0,,11.27,4,543,28885.25,0.45,0.02,0.34,,4.67,0.59,13195.17,7037.21,31.15,4510.0,,92,11,4054853.0,1.18,788.2344192,2,20,1356998400
-36.98,15571,8728.0,6652.0,2201.3359,33.09,8,5924,34521.96,0.9,0.05,0.29,0.5,4.14,0.59,11775.92,7085.27,31.78,6132.0,,77,15,5298280.0,1.25,1928.3636789999998,2,20,1309478400
-60.790001000000004,11980,7638.0,3814.0,2975.199,0.61,9,4121,35137.85,0.56,0.01,0.34,0.86,4.77,0.41,13454.66,6928.02,30.81,5723.0,,68,12,1597680.0,0.41,637.1374945,5,8,1341100800
-53.23,14429,6675.0,7504.0,751.45831,17.75,6,0,33788.14,0.43,0.01,0.33,0.88,4.8,0.47,13597.75,6967.44,30.86,4536.0,,93,35,20687016.0,1.14,1449.833735,1,13,1493596800
-44.919998,13971,7997.0,5620.0,2556.1736,4.98,7,2311,34735.75,0.31,,0.33,0.89,4.68,0.62,13456.54,6916.17,30.79,5820.0,,86,18,14230171.0,1.44,1828.47005,12,27,1427846400
-35.41,15200,7258.0,7391.0,791.1429400000001,2.29,10,0,28097.4,0.64,0.01,0.33,0.85,4.95,0.45,13488.08,6963.24,30.89,4854.0,,96,37,18546620.0,1.22,3513.421627,12,8,1501545600
-53.040001000000004,12697,7457.0,4990.0,1252.728,187.68,3,2282,35230.46,1.14,0.03,0.31,0.71,3.91,0.48,12277.65,6760.19,29.52,5051.0,,100,12,5986507.0,1.35,1464.560798,5,1,1404172800
-45.099998,17845,7038.0,10557.0,1735.6428,12.32,4,3983,34290.24,1.1,0.03,0.29,,4.62,0.45,11911.21,6764.54,28.81,5415.0,,104,46,23051300.0,1.16,7269.339425,4,14,1530403200
-14.43,18273,8920.0,9103.0,3077.6459999999997,23.27,3,4461,35272.39,0.48,0.03,0.34,0.8,4.64,0.57,13158.92,7055.89,31.21,4684.0,,89,45,19918350.0,1.58,3502.676733,12,25,1541030400
-35.119999,24960,7873.0,16837.0,,9.05,9,0,34770.3,0.16,0.04,0.34,,4.44,0.7,13228.48,6831.6,30.56,4917.0,9358.0,80,93,37454076.0,1.35,3332.98987,12,4,1535760000
,12613,6395.0,5833.0,2797.4224,10.56,9,6075,34404.43,1.09,0.05,0.28,0.7,5.02,0.44,12411.92,6765.6,28.12,,,93,28,11107880.0,1.21,3970.8841390000002,3,1,1480550400
-32.419998,12980,6334.0,6503.0,,0.72,4,2450,35185.42,0.18,0.01,0.33,,4.87,0.52,13500.53,7043.04,31.04,4672.0,,76,20,7553380.0,1.59,717.5028862,8,1,1367366400
-26.49,9570,6102.0,2768.0,,0.46,11,2628,35313.77,0.48,0.02,0.33,,4.65,0.58,13166.54,7031.03,31.14,3751.0,5735.0,69,13,2492541.0,0.83,211.8345344,10,11,1341100800
-35.59,12130,7756.0,4124.0,616.52985,3.35,28,13120,34599.59,0.13,0.02,0.25,0.95,3.38,0.62,11099.22,6785.92,28.38,5398.0,,104,22,11072692.0,1.14,2541.509207,4,14,1533081600
-20.34,12464,7974.0,4098.0,2645.5728,7.78,15,8296,35143.87,1.64,0.13,0.2,0.66,4.79,0.62,11913.03,7147.45,29.87,6221.0,7287.0,93,14,,1.13,543.2763957000001,2,7,1404172800
-42.880001,17565,6440.0,11024.0,1049.6448,10.4,4,3135,34098.48,0.29,0.02,0.33,,4.69,0.6,13239.05,6971.01,30.97,4936.0,,90,56,21083650.0,1.48,5410.382164,3,1,1519862400
-29.299999,13843,7935.0,5710.0,3444.1311,4.96,10,5937,35337.23,0.0,0.02,0.24,,2.06,0.64,11186.02,6792.69,28.47,5762.0,,80,23,11156443.0,1.25,5694.299028,12,17,1325376000
-32.369999,11875,5658.0,5659.0,3401.5186,2.98,10,0,34779.81,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4295.0,,85,22,7078600.0,1.37,799.576917,1,1,1325376000
-40.66,13600,7894.0,5456.0,4949.8237,7.99,10,4514,35190.53,0.56,0.01,0.33,0.81,4.75,0.4,13457.7,6923.45,30.79,4684.0,,87,22,15157890.0,2.24,3633.9611090000003,21,25,1427846400
-36.639998999999996,13288,8965.0,3700.0,1783.3901,5.03,9,5986,33430.98,0.15,0.02,0.26,,4.6,0.75,11850.01,7096.72,31.25,6747.0,,69,20,2287340.0,1.11,1454.146041,7,11,1372636800
-43.650002,14075,7351.0,5770.0,4923.5161,9.38,22,7531,33154.5,0.46,0.03,0.33,,4.62,0.55,12944.14,7094.67,31.42,4725.0,,70,30,,0.46,2645.711383,22,4,1356998400
-15.12,15425,5839.0,8745.0,2569.5117,567.7,1,3772,31380.2,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4291.0,,96,33,15908520.0,1.55,1317.218908,1,1,1522540800
-32.830002,11127,8492.0,2308.0,1511.1604,3.11,6,4867,34726.14,0.89,0.05,0.28,,,0.48,11644.48,7066.51,31.62,6164.0,,92,10,3799250.0,1.38,315.8578354,12,9,1372636800
-1.97,15935,8656.0,6658.0,4915.0024,5.52,14,7697,34632.41,0.3,0.03,0.25,,,0.62,11862.4,7100.33,31.02,6196.0,7260.0,88,15,,1.59,1448.358716,2,20,1404172800
-51.830002,16964,7775.0,7894.0,4650.8462,52.63,7,1864,34714.74,0.6,0.04,0.33,,4.86,0.58,12629.66,7216.68,31.97,5259.0,,70,39,7824845.0,0.89,3356.775143,9,11,1527811200
-56.66,13167,8591.0,3702.0,992.1256699999999,16.0,12,3625,34610.82,0.52,,0.34,0.85,4.44,0.27,13487.18,6854.06,,7455.0,9472.0,77,12,5881421.0,1.12,279.80190319999997,8,28,1433116800
-59.66,13027,8044.0,4442.0,3588.4573,46.46,9,9899,34400.76,0.24,0.03,0.33,,5.07,0.92,12993.86,6940.65,31.4,5499.0,,87,18,2427318.0,0.85,1085.913586,8,26,1404172800
-31.68,10749,5800.0,4507.0,737.0303299999999,0.69,6,9712,32881.52,0.42,0.02,0.34,,4.72,0.59,13272.11,7014.89,31.07,3755.0,,95,14,4418866.0,1.23,405.6472,1,1,1356998400
-46.360001000000004,10824,6731.0,3586.0,,1.1,9,5245,35169.83,0.18,0.02,0.24,,4.49,0.57,13358.84,6857.38,30.62,5050.0,,95,25,5810753.0,0.84,836.5984835,23,4,1417392000
-50.389998999999996,12194,7265.0,4480.0,,18.32,18,12719,33765.82,0.84,0.04,0.34,0.5,3.8,1.28,12802.55,6600.02,29.97,4780.0,,76,17,,0.75,1294.091176,8,4,1367366400
-24.780001000000002,11664,6730.0,4381.0,2219.9202,0.42,15,6279,34752.38,1.02,0.04,0.28,,5.0,0.45,11924.49,6768.91,28.21,5148.0,,110,22,11008611.0,1.19,4057.1351270000005,4,14,1485907200
-52.330002,13228,6294.0,6684.0,2133.1355,3.6,7,0,30623.12,0.44,0.02,0.33,,4.68,0.59,13206.37,7037.54,31.15,4451.0,,97,31,16277466.0,1.22,1703.8223670000002,12,22,1504224000
-38.77,12930,7094.0,5618.0,2925.5801,5.24,4,2131,34742.11,0.14,0.02,0.23,,4.87,0.5,11673.67,6788.26,27.58,5041.0,9493.0,67,10,6040910.0,1.22,1910.528491,10,6,1330560000
-54.0,14211,7913.0,6048.0,2909.9421,562.71,1,8636,33685.38,0.19,0.02,0.34,,4.66,0.64,13235.58,6938.23,30.89,5248.0,9064.0,100,37,,1.0,2078.790951,16,4,1443657600
-36.720001,11247,7546.0,3226.0,2149.1768,7.24,6,1010,30561.77,1.65,0.14,0.2,,5.2,0.86,11951.84,7139.41,29.59,5520.0,,80,14,3982340.0,1.06,734.9410991000001,12,7,1325376000
-58.93,16356,7417.0,8200.0,2605.4822,12.85,13,8282,32716.89,0.99,0.07,0.35,0.61,5.18,0.8,11844.67,6374.62,29.36,5335.0,,80,56,,0.86,1347.502912,1,18,1417392000
-62.369999,12336,8013.0,3630.0,942.0427900000001,0.89,3,1075,35216.9,0.18,0.02,0.34,,4.64,0.67,13309.81,6919.51,30.8,6167.0,,90,12,7037949.0,1.07,1172.2597449999998,12,27,1427846400
-38.450001,12875,7478.0,4825.0,669.4707599999999,227.76,1,3954,34960.82,0.47,0.02,0.33,0.8,4.64,0.57,13147.24,7056.87,31.22,5350.0,8952.0,76,12,1812294.0,0.41,573.5786895,5,18,1356998400
-47.580002,11931,6657.0,5013.0,912.24866,6.99,23,0,35165.63,0.64,0.0,0.32,0.98,4.81,0.52,12695.5,7475.46,32.71,5231.0,,100,28,10843506.0,1.04,904.8268466,12,29,1541030400
-23.469998999999998,16122,7976.0,7363.0,2991.5288,27.3,6,2055,28834.63,0.31,0.02,0.33,,4.67,0.62,13196.83,6994.84,,4976.0,7601.0,86,10,,1.56,1402.398846,1,20,1356998400
9.840000199999999,12481,7470.0,3845.0,4996.5981,5.4,8,0,34663.15,1.22,,0.35,,5.06,0.93,12104.09,6417.09,29.43,6096.0,,98,25,6275340.0,0.95,562.3918917000001,4,4,1451606400
-23.950001,13040,6457.0,5628.0,1248.3748,8.13,5,5032,29426.64,0.77,0.03,0.21,0.73,4.65,0.49,12696.02,6799.25,26.46,4251.0,,96,15,,1.57,2075.766949,4,1,1425168000
-32.029999,21254,5685.0,14712.0,1020.99,62.97,2,4676,32897.83,0.29,0.02,0.33,0.83,4.68,0.62,13216.42,6986.63,31.03,4107.0,,83,77,35251304.0,1.08,1758.2911829999998,1,11,1498867200
-42.240002000000004,13746,7981.0,5375.0,2014.1470000000002,0.09,8,0,34617.18,0.31,0.01,0.33,,4.69,0.59,13269.06,6960.49,30.94,5800.0,,80,14,,1.27,1331.595246,1,20,1293840000
-34.380001,13680,6748.0,6489.0,886.8457599999999,7.66,8,6634,33460.67,1.08,,0.29,0.7,4.96,0.44,12140.95,6766.02,28.3,4933.0,,98,20,,1.19,1880.936493,5,1,1375315200
-44.52,12895,6413.0,6335.0,2265.0242,12.75,13,7319,35109.27,0.5,0.02,0.33,0.85,4.83,0.56,13280.73,7014.03,31.04,5084.0,6651.0,100,20,9820553.0,1.32,1128.294646,4,1,1404172800
-16.139999,19419,6394.0,12409.0,895.27795,13.44,16,2382,34589.38,0.46,,0.33,,4.67,0.59,13207.6,7038.37,31.16,4337.0,,69,60,20216956.0,0.94,2414.0298589999998,3,5,1467331200
,12588,6578.0,5185.0,3302.967,6.1,18,0,34754.98,0.3,0.02,0.33,0.86,4.66,0.61,13178.24,7013.4,31.11,4706.0,,83,16,6561532.0,1.12,545.2123627999999,8,4,1341100800
,12083,6628.0,4410.0,998.45557,378.93,1,0,30923.59,0.16,0.02,0.34,0.8,4.51,0.54,13356.46,6862.91,30.64,4953.0,,97,20,6592520.0,0.77,487.3042642,8,26,1451606400
-24.5,12460,6772.0,4997.0,935.2661099999999,84.23,1,0,30602.81,0.54,0.02,0.34,0.49,3.91,0.71,12756.14,6694.28,30.2,4487.0,6187.0,81,20,7931021.0,1.09,529.0190926,8,4,1412121600
-61.299999,12378,5907.0,6060.0,2154.1702,11.99,15,4986,31388.86,0.06,0.02,0.33,0.81,4.61,0.73,13170.64,6895.76,30.78,4388.0,,83,26,9515041.0,0.88,690.7747681,15,19,1441065600
-10.57,13262,6087.0,6925.0,718.01642,18.48,14,5383,34531.66,0.47,0.02,0.33,,4.64,0.57,13160.76,7056.25,31.21,3922.0,4885.0,70,29,8710991.0,0.92,1139.134349,5,11,1517443200
-19.690001000000002,16485,7672.0,7816.0,1806.0015,5.59,4,5032,30784.02,0.62,0.04,0.32,0.83,4.95,0.54,12625.67,7227.57,31.97,5385.0,,70,39,,0.81,3726.941739,5,11,1462060800
-34.939999,15286,7662.0,7423.0,3681.2639,8.92,3,0,31061.85,0.62,0.04,0.33,,4.93,0.53,12634.4,7223.72,31.95,5246.0,5703.0,70,37,,0.84,3139.622333,5,11,1459468800
11.92,14719,6110.0,7253.0,4034.4731,11.86,3,0,34603.7,0.47,0.03,0.25,0.84,5.16,0.49,12668.57,6780.53,27.26,4757.0,,80,40,15246000.0,1.05,4236.481159,16,14,1404172800
-5.6900001,16979,8782.0,7947.0,2072.6045,5.08,4,6132,32627.37,0.47,0.02,0.34,0.83,4.65,0.58,13177.63,7045.44,31.18,5445.0,,78,32,22200672.0,1.85,5772.391307,9,6,1551398400
-21.299999,15214,7217.0,7819.0,673.23779,4.42,8,4443,34682.66,1.23,0.06,0.34,0.45,4.02,1.81,12395.72,6486.56,29.75,5101.0,,64,39,9376300.0,0.9,2445.046944,6,5,1422748800
-37.049999,11565,7906.0,3372.0,2613.0603,7.47,16,7375,33126.6,1.08,0.05,0.32,0.65,5.49,0.83,12691.94,7365.82,32.75,6460.0,,47,30,2750448.0,0.67,342.419261,8,26,1427846400
